,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
255,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,
256,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(3), -1)","(array([2, 4]), np.int64(3), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(3), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(2), -100)",,,,,,,,,,,
257,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(2), -1)","(array([1, 7]), np.int64(2), -1)","(array([2, 7]), np.int64(0), -1)","(array([1, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(0), -1)","(array([0, 7]), np.int64(2), -1)","(array([1, 7]), np.int64(3), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(2), -1)","(array([2, 7]), np.int64(2), -100)",,,,,,
259,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,
260,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
262,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(3), -1)","(array([0, 5]), np.int64(3), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(0), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(1), -1)","(array([0, 8]), np.int64(1), -1)","(array([0, 9]), np.int64(3), -1)","(array([0, 8]), np.int64(2), -1)"
263,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
264,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(3), -1)","(array([0, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(1), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(2), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)"
265,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(2), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(2), -1)","(array([2, 7]), np.int64(1), -1)","(array([2, 8]), np.int64(1), -1)","(array([2, 9]), np.int64(1), -1)","(array([ 2, 10]), np.int64(0), -1)","(array([ 1, 10]), np.int64(0), -1)","(array([ 0, 10]), np.int64(1), -1)","(array([ 0, 11]), np.int64(0), -1)","(array([ 0, 11]), np.int64(2), -1)","(array([ 1, 11]), np.int64(1), -1)","(array([ 1, 11]), np.int64(2), -1)","(array([ 2, 11]), np.int64(3), -1)","(array([ 2, 10]), np.int64(0), -1)"
266,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
267,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,
268,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(0), -1)","(array([1, 6]), np.int64(2), -1)","(array([2, 6]), np.int64(1), -1)","(array([2, 7]), np.int64(1), -1)","(array([2, 8]), np.int64(2), -100)",,,,,,,,,
269,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,
270,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,
273,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(3), -1)","(array([0, 4]), np.int64(3), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(2), -100)",,,,
275,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(2), -1)","(array([2, 5]), np.int64(3), -1)","(array([2, 4]), np.int64(3), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(0), -1)","(array([1, 5]), np.int64(2), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(1), -1)","(array([2, 7]), np.int64(0), -1)","(array([1, 7]), np.int64(3), -1)","(array([1, 6]), np.int64(2), -1)","(array([2, 6]), np.int64(3), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(0), -1)","(array([1, 6]), np.int64(2), -1)","(array([2, 6]), np.int64(1), -1)","(array([2, 7]), np.int64(1), -1)","(array([2, 8]), np.int64(1), -1)","(array([2, 9]), np.int64(0), -1)","(array([1, 9]), np.int64(1), -1)"
277,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(3), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(3), -1)"
278,"(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,
280,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,
282,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,
284,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,
285,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(3), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(3), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(2), -1)","(array([2, 4]), np.int64(1), -1)","(array([2, 5]), np.int64(0), -1)","(array([1, 5]), np.int64(0), -1)","(array([0, 5]), np.int64(1), -1)","(array([0, 6]), np.int64(1), -1)","(array([0, 7]), np.int64(1), -1)","(array([0, 8]), np.int64(1), -1)","(array([0, 9]), np.int64(0), -1)","(array([0, 9]), np.int64(2), -1)","(array([1, 9]), np.int64(0), -1)","(array([0, 9]), np.int64(1), -1)"
286,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
287,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,
288,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,
289,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(1), -1)","(array([0, 5]), np.int64(2), -1)","(array([1, 5]), np.int64(1), -1)","(array([1, 6]), np.int64(0), -1)","(array([0, 6]), np.int64(2), -1)","(array([1, 6]), np.int64(1), -1)","(array([1, 7]), np.int64(2), -1)","(array([2, 7]), np.int64(1), -1)","(array([2, 8]), np.int64(1), -1)","(array([2, 9]), np.int64(0), -1)","(array([1, 9]), np.int64(0), -1)","(array([0, 9]), np.int64(3), -1)","(array([0, 8]), np.int64(1), -1)"
290,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(3), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,
292,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(1), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(2), -1)","(array([2, 5]), np.int64(1), -1)","(array([2, 6]), np.int64(2), -100)",,,,,,,,,,,
293,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(1), -1)","(array([2, 4]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,
294,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(3), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(3), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(2), -1)","(array([1, 4]), np.int64(2), -1)"
295,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,
296,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(3), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(0), -1)","(array([1, 1]), np.int64(2), -1)","(array([2, 1]), np.int64(1), -1)","(array([2, 2]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,
297,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,
298,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(1), -100)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"(array([3, 0]), np.int64(3), -1)","(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(1), -1)","(array([2, 1]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,,,,,,,
300,"(array([3, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(2), -100)",,,,,,,,,,,,,,,,,,
301,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(2), -1)","(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(3), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(1), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(1), -1)","(array([1, 4]), np.int64(1), -1)","(array([1, 5]), np.int64(3), -1)","(array([1, 4]), np.int64(0), -1)","(array([0, 4]), np.int64(3), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(2), -1)","(array([1, 2]), np.int64(1), -1)","(array([1, 3]), np.int64(3), -1)","(array([1, 2]), np.int64(2), -1)","(array([2, 2]), np.int64(1), -1)"
302,"(array([3, 0]), np.int64(0), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(2), -1)","(array([2, 0]), np.int64(0), -1)","(array([1, 0]), np.int64(0), -1)","(array([0, 0]), np.int64(3), -1)","(array([0, 0]), np.int64(2), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(3), -1)","(array([1, 0]), np.int64(1), -1)","(array([1, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(0), -1)","(array([0, 1]), np.int64(1), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(0), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(2), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(0), -1)","(array([1, 3]), np.int64(2), -1)","(array([2, 3]), np.int64(3), -1)","(array([2, 2]), np.int64(0), -1)","(array([1, 2]), np.int64(0), -1)","(array([0, 2]), np.int64(1), -1)","(array([0, 3]), np.int64(3), -1)","(array([0, 2]), np.int64(1), -1)"
